Country,CCode,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Australia,AUS,1.2378902045209903,1.2173913043478262,1.1071428571428572,1.0193548387096771,0.9303797468,0.9183673469387756,0.8962962962962961,1.099173553719008,1.075187969924812,0.972027972,0.9568345323741008,1.1729323308270676,1.083333333333333,1.0236686390532546
Austria,AUT,0.9774436090225563,1.1,0.9487179487179486,1.049140049140049,1.0281030444964872,0.8656036446469249,1.0368421052631578,1.0532994923857868,1.091566265060241,0.9779249448,0.9796839729119639,1.1059907834101383,0.9833333333333332,1.0847457627118644
Belgium,BEL,0.9938144329896907,1.0933609958506225,0.9449715370018975,1.0522088353413657,1.0267175572519083,0.8568773234200744,1.0281995661605203,1.0569620253164558,1.083832335329341,0.9889502762430941,0.9869646182495344,1.1283018867924528,0.991638796,1.087689713322091
Canada,CAN,1.1824817518248176,1.1049382716049383,1.0223463687150836,1.010928961748634,0.9783783783783784,0.8618784530000001,0.9807692307692308,1.0784313725490196,1.0484848484848486,1.0057803468208093,0.9540229885057472,1.210843373493976,1.0746268656716418,0.9907407407407408
Switzerland,CHE,1.081227436823105,1.1953255425709515,0.9581005586592178,1.0291545189504374,1.0297450424929178,0.9546079779917469,0.9913544668587896,1.0101744186046513,1.044604316546763,0.9931129476584022,1.029126213592233,1.0956873315363882,1.0061500615006147,1.0819070904645476
Chile,CHL,1.2616279069767442,1.1566820276497696,1.063745019920319,1.0374531835205993,0.9386281588447651,0.9307692307692308,1.0289256198347108,1.108433734939759,1.0724637681159421,0.9391891891891891,0.9136690647482014,1.2440944881889764,0.9556962025316456,1.1125827814569536
Colombia,COL,1.2327586206896552,1.1713286713286712,1.1074626865671642,1.0296495956873317,0.9973821989528795,0.7690288714000001,0.9658703071672357,1.1024734982332156,1.0705128205128205,0.9670658683000001,0.8359133126934986,1.1814814814814816,1.0815047021943571,1.052173913043478
Costa Rica,CRI,1.224841178468801,1.135533303134993,1.1045081520146767,1.078718676616213,1.0209371333758432,1.0850791522233216,1.0426119230886477,1.0283620998660803,1.031464718915329,1.032000965221031,0.9686101694667645,1.041110503491448,1.0659306103281163,1.2491827248153313
Czechia,CZE,1.0193236714975846,1.09478673,0.9090909091,1.0142857142857142,0.9906103286384976,0.8957345971563981,1.0476190476190477,1.1212121212121213,1.135135135135135,1.0198412698412695,0.9766536964980544,1.159362549800797,1.0378006872852237,1.1357615894039736
Germany,DEU,0.9971264367816092,1.100864553314121,0.9424083769633508,1.0583333333333331,1.041994750656168,0.8614609571788414,1.0350877192982457,1.0621468926553672,1.077127659574468,0.9777777777777775,0.9949494949,1.1040609137055837,0.9563218390804596,1.0889423076923075
Denmark,DNK,0.9969040247678018,1.0683229813664596,0.9505813953488372,1.0550458715596327,1.0231884057971015,0.8555240793201133,1.033112582781457,1.0641025641025639,1.0692771084337347,0.9718309859,1.0318840579710145,1.146067415730337,0.9852941176470589,1.0124378109452736
Spain,ESP,0.9533333333333335,1.041958041958042,0.8926174496644296,1.0225563909774436,1.0147058823529411,0.8768115942028986,1.024793388429752,1.064516129032258,1.083333333333333,0.979020979,0.9214285714285714,1.131782945736434,0.9931506849315067,1.1172413793103448
Estonia,EST,0.9944163640683825,1.1935818261289153,0.9971459869841158,1.0952613494789256,1.0630487664609793,0.8616246198134199,1.0535856295194967,1.1184166296339195,1.1366306640103503,1.0208539758450599,0.9983379025673358,1.1691911070734142,1.0314876194727547,1.0759640280217064
Finland,FIN,0.984189723320158,1.104417670682731,0.9345454545454543,1.0505836575875487,1.011111111111111,0.8534798534798534,1.0257510729613737,1.0627615062761508,1.0787401574803153,0.9744525547445256,1.0112359550561798,1.0888888888888888,0.9523809523809524,1.0571428571428572
France,FRA,0.9814814814814816,1.0830188679245283,0.9337979094076655,1.0522388059701493,1.0141843971631208,0.8531468531,1.0122950819672132,1.048582995951417,1.0733590733590734,0.9784172661870504,0.9742647058823528,1.120754716981132,0.9427609427609428,1.0892857142857142
United Kingdom,GBR,1.033195020746888,1.0682730923694779,1.018796992481203,1.0258302583025831,1.1007194244604317,0.9575163398692813,0.9180887372013652,0.9962825278810408,1.0708955223880596,0.9930313588850175,0.9473684210526316,1.162962962962963,0.9904458598726115,1.086816720257235
Greece,GRC,0.9051987767584095,0.9560810811,0.8445229681978799,0.99163179916318,0.9873417721518988,0.8333333333333335,0.9897435897435898,1.0362694300518132,1.065,0.9718309859,0.9227053140096618,1.1413612565445024,1.0045871559633028,1.1095890410958904
Hungary,HUN,1.0076335877862594,1.0757575757575757,0.9084507042253521,1.054263565891473,1.036764705882353,0.8865248226950354,1.032,1.1085271317829457,1.125874125874126,1.018633540372671,0.9573170731707316,1.1592356687898089,0.9725274725274725,1.1977401129943503
Ireland,IRL,0.9406779661,1.0855855855855856,0.9419087137,1.0704845814977977,1.0987654320987654,1.1310861423220977,1.0132450331125828,1.1405228758169936,1.1318051575931232,1.0303797468354428,1.0737100737100738,1.2151029748283753,1.0338983050847457,1.0036429872495447
Iceland,ISL,1.0453648249982936,1.1069335825415012,0.9691153305869246,1.0931126748887572,1.1080679146214043,0.9803862611958546,1.1870136519993715,1.1892504855505057,1.0619762104015793,0.9398531693,0.8763685438526102,1.1939594576267392,1.1140323986338676,1.0888040173685194
Italy,ITA,0.9683257918552036,1.0794392523364487,0.9090909091,1.0238095238095237,1.0093023255813953,0.8525345622119815,1.0216216216216216,1.0423280423280423,1.065989847715736,0.961904761904762,0.9455445544554456,1.1413612565445024,0.9633027523,1.0952380952380951
Japan,JPN,1.0888468809073724,1.0815972222222223,1.0064205457463884,0.8309409888357258,0.9404990403071019,0.906122448979592,1.1261261261261262,0.986,1.0223123732251524,1.0158730158730158,0.98828125,0.9940711462450593,0.8469184890656064,0.9859154929577465
"Korea, Rep.",KOR,1.2076271186440675,1.0964912280701755,1.024,1.0703125,1.0802919708029197,0.9932432432432432,1.0204081632653061,1.08,1.0679012345679013,0.9537572254335259,0.993939393939394,1.1097560975609755,0.9175824175824177,1.0239520958083832
Lithuania,LTU,0.9771632040826022,1.1787311085751324,0.9889518767,1.0841569000209483,1.0432554622409156,0.8599446181065479,1.034418911031262,1.1113784457355462,1.136211711744214,1.015854084344938,1.0415436587157516,1.167652686125532,1.0596169929055403,1.1232650160924256
Luxembourg,LUX,1.0320687166971407,1.0975254688444942,0.9688814665,1.0907865718833383,1.0552354977563554,0.8730724284960387,1.0357124129153332,1.0561792009115512,1.080474873750911,0.9843683265866313,1.0544975509669416,1.1612597207568678,0.9539365624,1.0503810286116038
Latvia,LVA,0.9134654171335178,1.132400731013718,1.0203420847620475,1.0750836023118793,1.0385932578409482,0.8701122494579141,1.0293244226003535,1.0838568387727447,1.1312261531423398,0.9955356167572366,1.0084721355466575,1.1439547257062517,0.9956469974156364,1.1112326669065313
Mexico,MEX,1.1770943796394486,1.1081081081081081,1.024390243902439,1.0555555555555556,1.0225563909774436,0.8897058823529411,0.9173553719008264,1.072072072072072,1.0588235294117647,1.031746031746032,0.8615384615384616,1.1785714285714286,1.106060606060606,1.226027397260274
Netherlands,NLD,0.9692832765,1.0715962441314557,0.9266155531215772,1.044917257683215,1.0203619909502262,0.8603104213,1.027061855670103,1.0639899623588456,1.096698113207547,0.9989247311827956,1.0043057050592035,1.1254019292604502,1.0,1.0952380952380951
Norway,NOR,1.1108247422680413,1.1624129930394431,1.0239520958083832,1.0253411306042883,0.9543726235741444,0.7729083665338645,0.9561855670103092,1.0835579514824798,1.0945273631840795,0.9295454545454543,0.8997555012224939,1.3668478260869565,1.1809145129224652,0.8164983164983165
New Zealand,NZL,1.2148760330578512,1.1428571428571428,1.0476190476190477,1.0852272727272727,1.0523560209424085,0.8855721393034826,1.0617977528089888,1.0952380952380951,1.0241545893719808,1.0047169811320757,1.0,1.192488262910798,0.9724409448818898,1.0202429149797572
Poland,POL,1.0839002267573696,1.104602510460251,0.9431818181818185,1.0401606425702812,1.0463320463320465,0.8856088560885609,0.9854166666666668,1.116279069767442,1.1268939393939394,1.0134453781512605,1.0049751243781095,1.136963696369637,1.0101596516690856,1.1623563218390804
Portugal,PRT,0.9714285714285714,1.0294117647058825,0.8857142857142857,1.0460829493087556,1.013215859030837,0.8652173913043478,1.035175879396985,1.0728155339805823,1.0950226244343892,0.9917355371900828,0.9583333333333335,1.1130434782608696,1.00390625,1.1245136186770428
Slovak Republic,SVK,1.0198020707387405,1.0943117125799267,0.9500455823316432,1.0465548880582727,1.0289074799569946,0.8742994972254902,1.013104323055408,1.0623257740640917,1.1148372986699635,0.9906542056074769,1.018867924528302,1.1203703703703705,0.9586776859504132,1.1465517241379313
Slovenia,SVN,0.9563301632699656,1.0712671103001008,0.9017144569477604,1.0368228587142219,1.0344163528969976,0.8625654560674275,1.037022647,1.0872082750388796,1.1149636470573068,1.0041135952943139,0.9902585169,1.152562647193769,0.9739704787,1.15386482792577
Sweden,SWE,1.1359447004608296,1.158215010141988,0.9632224168126097,1.0618181818181816,0.9897260273972605,0.8685121107266436,1.0239043824701195,1.0428015564202335,1.0279850746268655,0.9655172413793105,1.024436090225564,1.168807339449541,0.9105180533751962,1.0086206896551724
Turkiye,TUR,1.197226502311248,1.0797940797940797,1.0500595947556615,1.0874006810442678,0.9801670146137788,0.9201277955271565,1.0069444444444444,0.9873563218390804,0.9068684516880091,0.976893453145058,0.9461235216819976,1.1388888888888888,1.10609756097561,1.234840132
United States,USA,1.0344827586206895,1.04,1.0448717948717947,1.0368098159509203,1.0414201183431953,1.0397727272727273,1.0273224043715847,1.0425531914893618,1.0561224489795915,1.038647342995169,0.9953488372093023,1.1074766355140189,1.0970464135021096,1.0653846153846152
